"word","freq"
"was a bit",59
"why is it",59
"with all of",59
"years in prison",59
"you know you",59
"but at the",58
"but i love",58
"but it's not",58
"for a couple",58
"for most of",58
"gave me a",58
"has always been",58
"have you ever",58
"i found out",58
"in the hospital",58
"in the rain",58
"in the top",58
"is so much",58
"it but i",58
"it was time",58
"looking at the",58
"me know if",58
"me on the",58
"might as well",58
"might be a",58
"more likely to",58
"next to the",58
"on one of",58
"one in the",58
"out of this",58
"something to do",58
"that could be",58
"that if you",58
"the first quarter",58
"the right thing",58
"think of the",58
"this is going",58
"those who are",58
"to all my",58
"to go through",58
"to see my",58
"to stay in",58
"who want to",58
"work in the",58
"you should have",58
"10 p m",57
"7 30 p",57
"and if i",57
"and lots of",57
"and thank you",57
"as a whole",57
"but i can",57
"but when i",57
"could be the",57
"declined to comment",57
"familiar with the",57
"first time i",57
"get ready for",57
"going to try",57
"he was in",57
"how do i",57
"i'm pretty sure",57
"i don't get",57
"i just need",57
"i know right",57
"i would say",57
"in a long",57
"in favor of",57
"in my opinion",57
"in response to",57
"in the form",57
"in the midst",57
"more than 1",57
"on their own",57
"part of our",57
"part of this",57
"rt if you",57
"so many people",57
"those who have",57
"to be with",57
"to have an",57
"to help you",57
"to participate in",57
"to start the",57
"to tell me",57
"to write a",57
"was at the",57
"what you do",57
"will you be",57
"you are so",57
"9 a m",56
"a little too",56
"a new one",56
"and had a",56
"and no one",56
"and the rest",56
"as it was",56
"as many as",56
"at the very",56
"because of a",56
"beginning of the",56
"but i still",56
"chance to win",56
"cinco de mayo",56
"get to see",56
"happy to be",56
"has been in",56
"head of the",56
"high school and",56
"i can say",56
"i know what",56
"i may have",56
"i will have",56
"in a good",56
"in charge of",56
"in honor of",56
"in such a",56
"in the nfl",56
"in which he",56
"is supposed to",56
"it for the",56
"it turned out",56
"just had a",56
"later in the",56
"listening to the",56
"new york and",56
"next to me",56
"no idea what",56
"of the american",56
"of what i",56
"on the front",56
"set up a",56
"so i am",56
"some of these",56
"that it will",56
"the city and",56
"the first two",56
"the los angeles",56
"the midst of",56
